product_name,is_standard_number,standard_title,mandatory_or_voluntary,scheme_type,qco_reference,source_url,penalty_clause
‭Aluminium Alloy Stranded Conductors‬,IS 555,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Explosive Atmospheres Part 11 Equipment Protection by Intrinsic Safety “i” (*)‬,IS 9567,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Tin or tin - Lead coated copper wire‬,IS 11329,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Finned type heat exchanger for room air conditioner‬,IS 11951,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pumpset for direct evaporative air cooler‬,IS 16286,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Spoons‬,IS 16544,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭All glass evacuated tubes solar water heating system‬,IS 17153,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Domestic gas stoves for use with piped natural gas (PNG)‬,IS 17569,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Insulated Containers for Food Storage‬,IS 17570 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 24],IS 17681,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Bottled water dispensers‬,IS 17790,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Insulated flask for domestic use‬,IS 17526,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Domestic stainless steel vacuum flask/bottle‬,IS 17803,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Potable water bottle (Metallic)‬,IS 3315,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Lighters - Safety‬,IS 14616,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laminated veneer lumber‬,IS 14845,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Resilient seated cast iron air relief valves for water works purposes‬,IS 16651,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭High Strength Deformed Stainless Steel Bars and Wires for Concrete Reinforcement‬,IS 17633,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Tables and Desks‬,IS 17634,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Storage Units‬,IS 17682,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium Composite Panel‬,IS 17953,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭uPVC Profiles for Windows And Doors‬,IS 17954,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Telescopic ball bearing drawer slide‬,IS 18297,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cabinet Hinges‬,IS 2095 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Gypsum plaster boards Part 1 plain gypsum plaster boards‬,IS 2191 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭panels‬,IS 2202 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭board, medium density fibre board and fibre hardboard face panels‬",IS 2556 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Closets (*)‬,IS 2556 (Part 4),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭basins (*)‬,IS 2556 (Part 6),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭plates (*)‬,IS 2556 (Part 7),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭accessories for sanitary appliances (*)‬,IS 2745,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Non - Metal helmet for firemen and civil defence personnel‬,IS 4992,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Door Handles for Mortice Locks‬,IS 9562,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Non - Metal helmet for police force‬,IS 11785,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Captan (Wettable Powder) WP (*)‬,IS 17043 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Shoes - Part 2 Shoes for General Purpose‬,IS 16874,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Protective gloves for firefighters‬,IS 1897,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Copper strip for electrical purposes‬,IS 428,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Washable Distemper (*)‬,IS 16481,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Synthetic Micro Fibres for Use in Cement Based Matrix (*)‬,IS 16111,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Elastic Bandage (*)‬,IS 10577,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Lancing pipes (*)‬,IS 5295,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ethylene Glycol‬,IS 261,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 25],IS 2618,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laboratory glassware - Test tubes‬,IS 7056,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Cotton Towelling and Towels‬,IS 17788,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Medical Textiles —  Nonwoven Fabric for Wipes‬,IS 517,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Methanol (Methyl Alcohol)‬,IS 5158,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Phthalic Anhydride, Technical‬",IS 7532,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Soft Soap (*)‬,IS 10908,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Flexible rubber tubing for LPG (*)‬,IS 12540,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Acrylonitrile (*)‬,IS 13489,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Bed Mattress (*)‬,IS 7328,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyethylene Material for Moulding and Extrusion (*)‬,IS 4824,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Bead wires for tyres‬,IS 1008,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sugar Boiled Confectionery (*)‬,IS 2385,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cold-Reduced Blackplate‬,IS 2653,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safety Matches in Boxes (*)‬,IS 10702,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Hawai Chappal (*)‬,IS 1921,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Rosin-cored solder wire (*)‬,IS 736,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Wrought aluminium and aluminium alloy plate for general engineering purposes‬,IS 14635 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭system (*)‬,IS 4223,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel wire for umbrella ribs‬,IS 17879,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles  - Polyester textured yarn (*)‬,IS 16112,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Beta picoline‬,IS 17545,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭White cement based polymeric putty‬,IS 15623,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Melamine (2 , 4, 6 triamino 1, 3, 5 triazine) (*)‬",IS 1381 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laboratory Glassware - Narrow-Necked Boiling Flasks‬,IS 4766,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Thiram water dispersible powder for slurry seed treatment (*)‬,IS 16655,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Protective clothing for use in welding and allied processes‬,IS 11673 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sodium hypochlorite solution - Part 1 Household and industrial use (*)‬,IS 17397 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭system and specifications  (*)‬,IS 1381 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laboratory glassware - Boiling flasks: Part 2 boiling flasks with conical ground joints‬,IS 3768,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Ventilation Ducting - Vinyl Coated, Flexible and Semi-Rigid  (*)‬",IS 539,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Naphthalene  (*)‬,IS 17730 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Warp Knitted Hail Protection Nets‬,IS 2590,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Primary aluminium ingots for remelting for general engineering purposes‬,IS 1395,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Low And Medium Alloy Steel Covered Electrodes For Manual Metal Arc Welding  (*)‬,IS 17265,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles  100 Percent Polyester Spun Grey and White Yarns‬,IS 15103,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fire Resistant Steel‬,IS 4171,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Copper rods and bars for general engineering purposes‬,IS 15844 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sports footwear Part 2 Performance sports footwear‬,IS 12146,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 26],IS 17658,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyvinyl chloride PVC homopolymers‬,IS 18385,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Hot-dip galvanized/galvannealed steel sheet, plate and strip for automotive applications‬",IS 17514,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Reusable Sanitary Pad/Sanitary Napkin/Period panties‬,IS 11169 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭alloy steels‬,IS 17861,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textile boots with polymeric sole jungle boots‬,IS 17509,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Disposable Baby Diaper‬,IS 4368,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Alloy steel billets, blooms and slabs for forging for general engineering purposes‬",IS 1865,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Iron castings with spheroidal or nodular graphite‬,IS 12029,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Acid Oil‬,IS 7902,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium alloy forging stock and forgings for aircraft purposes (Alloy 24345)‬,IS 1,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭The National Flag of India (Cotton Khadi)‬,IS 1171,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ferromanganese‬,IS 7226,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭purposes‬,IS 18384,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Transportation Systems‬,IS 17077 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Designation systems and specifications‬,IS 407,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Brass Tubes for General Purposes‬,IS 542,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Coconut oil‬,IS 410,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Cold Rolled Brass Sheet, Strip and Foil‬",IS 1470,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Silicomanganese‬,IS 2835,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Flat transparent sheet glass‬,IS 15844 (Part 3),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sports Footwear  Part 3 Professional Sports Footwear‬,IS 14597,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭polyester fabrics‬,IS 4398,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Carbon-chromium steel for the manufacture of balls, rollers and bearing races‬",IS 17374,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭lining‬,IS 15392,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium and aluminium alloy bare foil for food packaging‬,IS 6719,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Moulded PVC Unit Outsoles‬,IS 2507,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cold-rolled steel strips for springs‬,IS 18161,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭ragi‬,IS 17262,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles  - Polyester partially oriented yarn (POY)‬,IS 18739,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Bedsheets Pillow cover and Blanket Cover‬,IS 11890,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭High Purity Aluminium Ingot For Remelting for Special Applications‬,IS 16011,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium and Aluminium Alloy Foil for Pharmaceutical Packaging‬,IS 18316,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭non-grain oriented electrical steel or fully processed grain oriented electrical steel‬,IS 5082,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭purposes‬,IS 15748,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭performance requirements‬,IS 9573 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Rubber hose for LPG - Part 1 Industrial application‬,IS 1397,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Kraft Paper‬,IS 17373,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics - Geogrids used in reinforced soil retaining structures‬,IS 4454 (Part 4),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel wires for mechanical springs - Part 4 Stainless steel wire‬,IS 4412,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
